"Scenario_EpCon_ID_Resp","generated response","group"
"scenario 4_ignorance_59_5","Send an SOS signal",""
"scenario 4_ignorance_60_5","abandon the ship and row for shore",""
"scenario 4_ignorance_62_5","Ration the food",""
"scenario 4_ignorance_65_5","ask the crew on advice for what to do.",""
"scenario 4_ignorance_66_5","He can try to act like everything is normal.",""
"scenario 4_ignorance_68_5","reassure the passengers",""
"scenario 4_ignorance_69_5","load everyone onto the lifeboats",""
"scenario 4_ignorance_75_5","He could try to watch for other boats.",""
"scenario 4_ignorance_77_5","have supplies sent",""
"scenario 4_ignorance_78_5","tell the crew the truth but lie to the passengers",""
"scenario 4_ignorance_82_5","    Signal nearby ships for assistance or guidance through the storm.",""
"scenario 4_ignorance_99_5","Install a pseudo dictatorship on the ship and declare himself ruler.",""
"scenario 4_ignorance_111_5","Start rationing food and water",""
"scenario 4_ignorance_119_5","can't think of anything else",""
"scenario 4_ignorance_120_5","ignore it",""
"scenario 4_ignorance_121_5","Start getting liferafts ready",""
"scenario 4_ignorance_126_5","repair the boat",""
"scenario 4_ignorance_128_5","Lock himself in a room",""
"scenario 4_ignorance_129_5","N/A",""
"scenario 4_ignorance_131_5","Try to catch fish",""
"scenario 4_ignorance_132_5","remain calm and calm the passengers and crew",""
"scenario 4_ignorance_141_5","Maintain hope",""
"scenario 4_ignorance_145_5","continue to call for help",""
"scenario 4_ignorance_148_5","Communicate everything that he knows - gossip fills a vacuum",""
"scenario 4_ignorance_151_5","prepare to go fishing for needed food",""
"scenario 4_ignorance_152_5","distrubute and prepare safety equipment",""
"scenario 4_ignorance_153_5","Ahmed should work closely with the crew to delegate tasks and responsibilities, ensuring that everyone is working together to address the crisis. This may involve assigning roles for maintaining order, managing supplies, and assisting passengers as needed.",""
"scenario 4_ignorance_154_5","Plan",""
"scenario 4_ignorance_158_5","Keep everyone calm",""
"scenario 4_ignorance_167_5","Wait for help to arrive",""
"scenario 4_ignorance_171_5","Steal remaining supplies for himself ",""
"scenario 4_ignorance_182_5","Morse code for help if possible.",""
"scenario 4_ignorance_183_5","reassure passengers that all is well",""
"scenario 4_ignorance_187_5","Ahmed could wait for rescue",""
"scenario 4_ignorance_192_5","toss people overboard",""
"scenario 4_ignorance_193_5","look for repair solutions",""
"scenario 4_ignorance_194_5","Mark ship with distress flags and flares",""
"scenario 4_ignorance_203_5","Throw misbehaving passengers overboard",""
"scenario 4_ignorance_208_5","N/A",""
"scenario 4_ignorance_210_5","Lie and tell the crew things are fine",""
"scenario 4_ignorance_217_5","He will put passengers in lifeboats to try to go to shore. ",""
"scenario 4_ignorance_223_5","ask people for ideas",""
"scenario 4_ignorance_224_5","start piling folks into life rafts",""
"scenario 4_ignorance_233_5","lie so he doesn't cause panic",""
"scenario 4_ignorance_237_5","Look for ways to fix the engine.",""
"scenario 4_ignorance_239_5","SE Ute life jackets",""
"scenario 4_ignorance_241_5","feed the passengers but not the crew",""
"scenario 4_ignorance_244_5","Ahmed could devise a plan on what to do after three days without help available, such as shuttling passengers off the ship by group numbers.",""
"scenario 4_ignorance_245_5","Prepare for Rescue",""
"scenario 4_ignorance_248_5","Jump ship",""
"scenario 4_ignorance_250_5","He could get into contact with someone on land and tell them they're stranded",""
"scenario 4_ignorance_251_5","Meet with the crew to discuss",""
"scenario 4_ignorance_257_5"," try to see if there a book on hand about the passenger and crew",""
"scenario 4_ignorance_258_5","He can not tell anyone and continue to wait for someone to find them.",""
"scenario 4_ignorance_262_5","Ahmed needs to analyze his options",""
"scenario 4_ignorance_264_5","ask crew what to do",""
"scenario 4_ignorance_265_5","Lock himself in his cabin",""
"scenario 4_ignorance_269_5","do nothing and wait for help",""
"scenario 4_ignorance_281_5","Give jobs to people to make sure the ship stays safe.",""
"scenario 4_ignorance_295_5","Use a flare",""
"scenario 4_ignorance_296_5","let someone else decide",""
"scenario 4_ignorance_300_5","call coast guard",""
"scenario 4_ignorance_301_5","Talk to crew members to come up with a plan for what they should do to keep themselves and passengers safe for as long as possible",""
"scenario 4_ignorance_317_5","Starve ",""
"scenario 4_ignorance_322_5","BINGE",""
"scenario 4_ignorance_334_5","He could take all the supplies for himself and his crew and let the passengers starve",""
"scenario 4_ignorance_336_5","See if there's a smaller boat or watercraft on board that could leave to take one of the passengers to find land. ",""
"scenario 4_ignorance_339_5","Look for an escape boat",""
"scenario 4_ignorance_342_5","Try to fix the enginge",""
"scenario 4_ignorance_345_5","call ppl",""
"scenario 4_ignorance_347_5","Make sure no one panics",""
"scenario 4_ignorance_348_5","Prepare passengers for if things get worse.",""
"scenario 4_ignorance_353_5","Use lifeboats and hope for the best",""
"scenario 4_ignorance_354_5","Organize activities and tasks for the crew",""
"scenario 4_ignorance_357_5","He could tell the crew to fish for food",""
"scenario 4_ignorance_358_5","pray",""
"scenario 4_ignorance_362_5","Limit food",""
"scenario 4_ignorance_368_5","he could blame it on someone else ",""
"scenario 4_ignorance_378_5","give up",""
"scenario 4_ignorance_382_5","attempt to fix the engine",""
"scenario 4_ignorance_385_5","try to fix the engine",""
"scenario 4_ignorance_391_5","act like nothing is wrong",""
"scenario 4_ignorance_392_5","Try to get in contact with rescue ship",""
"scenario 4_ignorance_395_5","he could hoard the food for staff and himself ",""
"scenario 4_ignorance_397_5","let passengers know what is going on",""
"scenario 4_ignorance_399_5","Call for helicopter",""
"scenario 4_ignorance_401_5","Try to get a signal out for help.",""
"scenario 5_knowledge_6_5","He could send one person to the town",""
"scenario 5_knowledge_7_5","wait it out",""
"scenario 5_knowledge_10_5","Walk to the town",""
"scenario 5_knowledge_17_5","put stick in ground let the sun shine on it to show where north is",""
"scenario 5_knowledge_18_5","Brad could live in the woods",""
"scenario 5_knowledge_19_5","Conserve and Share Resources",""
"scenario 5_knowledge_22_5","try to be cool",""
"scenario 5_knowledge_26_5","Keep going",""
"scenario 5_knowledge_34_5","well",""
"scenario 5_knowledge_38_5","Brad could suggest everyone vote on a choice.",""
"scenario 5_knowledge_41_5","Die",""
"scenario 5_knowledge_54_5","Send a friend to do the walk",""
"scenario 5_knowledge_63_5","Build shelter",""
"scenario 5_knowledge_66_5","Drink and eat all the food immediately. ",""
"scenario 5_knowledge_67_5","try to retrace their steps",""
"scenario 5_knowledge_72_5","Try to do something to help people find them like a fire or flare",""
"scenario 5_knowledge_74_5","Ration out the food and water",""
"scenario 5_knowledge_79_5","He would do his best to keep everyone calm and warm and try to find food and water.",""
"scenario 5_knowledge_85_5","try to find their way back to the trail",""
"scenario 5_knowledge_97_5","find a water source and stay put",""
"scenario 5_knowledge_103_5","Keep walking around until they find their way back.",""
"scenario 5_knowledge_105_5","Create a fire.",""
"scenario 5_knowledge_106_5","use a fire to create smoke signals",""
"scenario 5_knowledge_109_5","Walk the extra 5 miles.",""
"scenario 5_knowledge_111_5","build a fire alert rescue of your location",""
"scenario 5_knowledge_131_5","Send up a flare",""
"scenario 5_knowledge_132_5","see what maps/ directions the others may have",""
"scenario 5_knowledge_136_5","relax",""
"scenario 5_knowledge_137_5","Melt the snow and forage.",""
"scenario 5_knowledge_138_5","try calling for help",""
"scenario 5_knowledge_142_5","build a signal fire",""
"scenario 5_knowledge_144_5","call for help",""
"scenario 5_knowledge_147_5","Keep hiking.",""
"scenario 5_knowledge_153_5","Brad assesses that the group is physically capable and the conditions are not too severe, he could lead his friends on a carefully planned trek toward the nearby inhabited town.",""
"scenario 5_knowledge_154_5","Die",""
"scenario 5_knowledge_155_5","Kill a friend and eat them",""
"scenario 5_knowledge_156_5","Attempt to Navigate",""
"scenario 5_knowledge_158_5","Hunt for food",""
"scenario 5_knowledge_160_5","Send one person out to seek help and everyone else stays and survives as long as possible.",""
"scenario 5_knowledge_165_5","send one person out to find the town ",""
"scenario 5_knowledge_168_5","Go ahead on his own to try to make it to the town and direct people to his friends' location.",""
"scenario 5_knowledge_173_5","Try and get the rescue crew as soon as possible",""
"scenario 5_knowledge_180_5","build a fire.",""
"scenario 5_knowledge_189_5","try to go back they way they came",""
"scenario 5_knowledge_190_5","Find a body of water and begin to fish.",""
"scenario 5_knowledge_191_5","Ask his friends for ideas.",""
"scenario 5_knowledge_194_5","Call for help",""
"scenario 5_knowledge_196_5","start a fire to attract attention",""
"scenario 5_knowledge_205_5","abandon all hope and resort to cannibalism ",""
"scenario 5_knowledge_206_5","contact rescue crew to see where they are",""
"scenario 5_knowledge_210_5","Just off the moutain",""
"scenario 5_knowledge_211_5","Try to set up camp to stay warm. ",""
"scenario 5_knowledge_213_5","RATION REMAINING PROVISIONS",""
"scenario 5_knowledge_215_5","Try to make himself noticeable to any planes or helicopter flying over by making a fire",""
"scenario 5_knowledge_224_5","yell at the leader for getting them lost",""
"scenario 5_knowledge_228_5","ration Food and Water",""
"scenario 5_knowledge_230_5","Try to trek to town",""
"scenario 5_knowledge_231_5","hunt",""
"scenario 5_knowledge_241_5","keep going",""
"scenario 5_knowledge_243_5","Brad could do nothing",""
"scenario 5_knowledge_248_5","Give up",""
"scenario 5_knowledge_250_5","He could hoard all the food and water for himself",""
"scenario 5_knowledge_252_5","Develop a plan for movement",""
"scenario 5_knowledge_254_5","save them",""
"scenario 5_knowledge_255_5","Make an SOS signal to get someone's attention.",""
"scenario 5_knowledge_260_5","Kill one of the party so the others can survive",""
"scenario 5_knowledge_261_5","Brad could try to find food and water to survive until a recue crew finds them",""
"scenario 5_knowledge_267_5","split up and search for a way back",""
"scenario 5_knowledge_268_5","stay put",""
"scenario 5_knowledge_270_5","Forage for food",""
"scenario 5_knowledge_271_5","rest",""
"scenario 5_knowledge_273_5","Split up ",""
"scenario 5_knowledge_274_5","Pray to a higher power for help",""
"scenario 5_knowledge_281_5","Try to get motivated",""
"scenario 5_knowledge_287_5","Hunt for food and water",""
"scenario 5_knowledge_288_5","Brad could use an sos feature on his phone to signal for help",""
"scenario 5_knowledge_290_5","Prepare for the worst",""
"scenario 5_knowledge_298_5","Use a compass",""
"scenario 5_knowledge_301_5","Yell for help",""
"scenario 5_knowledge_308_5","prioritize basic needs",""
"scenario 5_knowledge_309_5","nothing",""
"scenario 5_knowledge_312_5","Tell stories to keep eachother distracted",""
"scenario 5_knowledge_324_5","Panic",""
"scenario 5_knowledge_334_5","He could call the ranger station and explain his predicament ",""
"scenario 5_knowledge_344_5","Panic ",""
"scenario 5_knowledge_350_5","Sit and wait for help to arrive",""
"scenario 5_knowledge_351_5","make a shelter and sleep and conserve food and water till the morning and then keep going to the next town",""
"scenario 5_knowledge_352_5","this scenario doesn't make sense",""
"scenario 5_knowledge_364_5","conserve supplies",""
"scenario 5_knowledge_370_5","Start crying because they are lost and freeze up",""
"scenario 5_knowledge_379_5","If someone has a phone, try and make a call for help.",""
"scenario 5_knowledge_385_5","move to an open area and try to signal for help",""
"scenario 5_knowledge_387_5","Break up the team and go different directions ",""
